CO_CNES,CO_UNIDADE,CO_UF,CO_IBGE,NU_CNPJ_MANTENEDORA,NO_RAZAO_SOCIAL,NO_FANTASIA,CO_NATUREZA_ORGANIZACAO,DS_NATUREZA_ORGANIZACAO,TP_GESTAO,CO_NIVEL_HIERARQUIA,DS_NIVEL_HIERARQUIA,CO_ESFERA_ADMINISTRATIVA,DS_ESFERA_ADMINISTRATIVA,CO_ATIVIDADE,TP_UNIDADE,CO_CEP,NO_LOGRADOURO,NU_ENDERECO,NO_BAIRRO,NU_TELEFONE,NU_LATITUDE,NU_LONGITUDE,CO_TURNO_ATENDIMENTO,DS_TURNO_ATENDIMENTO,NU_CNPJ,NO_EMAIL,CO_NATUREZA_JUR,ST_CENTRO_CIRURGICO,ST_CENTRO_OBSTETRICO,ST_CENTRO_NEONATAL,ST_ATEND_HOSPITALAR,ST_SERVICO_APOIO,ST_ATEND_AMBULATORIAL,CO_MOTIVO_DESAB,CO_AMBULATORIAL_SUS,leitos
2078902,3537902078902,35,353790,,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE PILAR DO SUL,SANTA CASA PILAR DO SUL,,,M,,,M ,MUNICIPAL,4,5,18187080,AVENIDA PAPA JOAO XXIII,1038,CAMPO GRANDE,(15) 3278-9600,-23.81035754,-47.72877216,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50819580000111.0,adm@santacasapilardosul.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,22
2078910,3538702078910,35,353870,,INSTITUTO DE CARDIOLOGIA CLINICA DAIRO BICUDO SC LTDA,INSTITUTO DE CARDIOLOGIA CLINICA DAIRO BICUDO PIRACICABA,,,M,,,M ,MUNICIPAL,4,5,13416240,AVENIDA INDEPENDENCIA,2600,ALTO,(19) 3422-2288,,,5,ATENDIMENTO COM TURNOS INTERMITENTES,56976608000100.0,dairo.icc@bol.com.br,2062,0.0,0.0,0.0,0.0,1,1,4.0,NAO,0
2078937,3502602078937,35,350260,,IRMANDADE DA SANTA CASA DE MIS DE APARECIDA D OESTE,SANTA CASA DE APARECIDA DOESTE,,,M,,,M ,MUNICIPAL,4,5,15735001,RUA SAO PAULO,1235,CENTRO,(17)36351122,-20.44991453,-50.87942362,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45129202000176.0,santacasa@pmaparecidadoeste.sp.gov.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,12
2078961,3551702078961,35,355170,,HAPVIDA ASSISTENCIA MEDICA S A,HOSPITAL NETTO CAMPELLO DE SERTAOZINHO,,,M,,,M ,MUNICIPAL,3,5,14160620,ELPIDIO GOMES,785,CENTRO,85 40023633,-21.1365811,-47.9883874,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",63554067040904.0,FISCAL@HAPVIDA.COM.BR,2054,1.0,1.0,0.0,1.0,1,1,,NAO,18
2078988,3547802078988,35,354780,,HOSPITAL CORACAO DE JESUS LTDA,HOSPITAL CORACAO DE JESUS,,,M,,,M ,MUNICIPAL,4,5,9020040,CORONEL ALFREDO FLAQUER,174,CENTRO,(11)43308705,-23.6659709,-46.5221283,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",1717499000115.0,glconta@terra.com.br,2062,1.0,0.0,0.0,1.0,1,0,10.0,NAO,0
2079011,3515002079011,35,351500,46523114000117.0,PREFEITURA DE EMBU DAS ARTES,HOSP LEITO E PRONTO ATENDIMENTO AURELINO ALVES DOS SANTOS,,,M,,,M ,MUNICIPAL,4,5,6814310,RUA SAO LUCAS,92,JD VALO VERDE,4782-4937,-23.6585167,-46.8056716,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,embusaude@ig.com.br,1244,1.0,0.0,0.0,1.0,1,1,,SIM,51
2079038,3543402079038,35,354340,,MEMORIAL HOSPITAL S A,HOSPITAL SAO PAULO RIBEIRAO PRETO,,,M,,,M ,MUNICIPAL,4,5,14025100,RUA VISCONDE DE INHAUMA,1600,JD SUMARE,16 3977-8400,-21.18434895,-47.81584271,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",3968404000161.0,adm.diretoria@hspaulo.com.br,2054,1.0,1.0,1.0,1.0,1,1,,SIM,60
2079054,3532102079054,35,353210,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MURUTINGA DO SUL,SANTA CASA DE MURUTINGA DO SUL,,,M,,,M ,MUNICIPAL,4,5,16950000,RUA ORLANDO MOLINA,187,CENTRO,(18)37881144,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51103778000167.0,santacasamurutinga@gmail.com.br,3999,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
2079089,3550302079089,35,355030,,HOSPITAL 9 DE JULHO SA,HOSP 9 DE JULHO,,,M,,,M ,MUNICIPAL,4,5,1409902,RUA PEIXOTO GOMIDE,625,BELA VISTA,(11)32533411,-23.5595,-46.6557905,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60884855000316.0,,2054,1.0,0.0,0.0,1.0,1,1,,NAO,214
2079097,3510202079097,35,351020,,ASSOCIACAO BENEF SANTA CASA DE MISERICORDIA DE CAPAO BONITO,SANTA CASA DE CAPAO BONITO,,,M,,,M ,MUNICIPAL,4,5,18300230,RUA DONA AUTA DE CAMARGO LIRIO,51,CENTRO,(15)3543-9600,-24.00778896,-48.34688455,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46886149000110.0,administracao@santacasacb.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,43
2079127,3550302079127,35,355030,,SOCIEDADE BENEFICENTE DE SENHORAS HOSPITAL SIRIO LIBANES,HOSPITAL SIRIO LIBANES,,,M,,,M ,MUNICIPAL,4,5,1308050,RUA DONA ADMA JAFET,91,CERQUEIRA CESAR,1133943801,-23.55714234,-46.65434361,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",61590410000124.0,assuntos.regulatorio@hsl.org.br,3999,1.0,0.0,0.0,1.0,1,1,,SIM,457
2079135,3554002079135,35,355400,,SANTA CASA DE MISERICORDIA DE TATUI,SANTA CASA DE MISERICORDIA DE TATUI,,,M,,,M ,MUNICIPAL,3,5,18270400,MANECO PEREIRA,299,CENTRO,(15)32593114,-23.3513455,-47.8444977,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",72189582000107.0,administracao@santacasatatui.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,57
2079143,3509702079143,35,350970,60740719000190.0,SANATORINHOS ACAO COMUNITARIA DE SAUDE,SANATORIO S3 CAMPOS DO JORDAO,,,M,,,M ,MUNICIPAL,4,5,12460000,RUA HARRY MAURITS LEWIN,S/N,VILA MARIA,(12)36688300,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60740719000433.0,,3999,1.0,0.0,0.0,1.0,1,1,1.0,SIM,0
2079194,3501702079194,35,350170,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL NESTOR GOULART REIS AMERICO BRASILIENSE,,,E,,,E ,ESTADUAL,4,5,14820450,ALAMEDA ALDO LUPO,1620,SANTA TEREZINHA,(16)33921914,-21.730036,-48.106604,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500002308.0,dt-hngr@saude.sp.gov.br,1023,0.0,0.0,0.0,0.0,1,1,,SIM,30
2079208,3530802079208,35,353080,,ASSOCIACAO ESPIRITA JESUS E CARIDADE,LAR ESPIRITA MARIA DE NAZARE MOJI MIRIM,,,E,,,E ,ESTADUAL,4,5,13806305,AVN NELSON PATELLI,79,PARQUE DA IMPRENSA,19 3862-1448,-22.430404,-46.970932,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",52780673000377.0,larmariadenazare1@gmail.com,3999,0.0,0.0,0.0,0.0,1,1,,NAO,0
2079216,3511002079216,35,351100,,SOCIEDADE BENEFICENTE DE CASTILHO,HOSPITAL E MATERNIDADE JOSE FORTUNA,,,M,,,M ,MUNICIPAL,4,5,16920017,RUA NAGIB MUHANA ZAHR,457,CENTRO,1837411580,-20.87233613,-51.48727972,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",51103562000100.0,admhosp@sbcastilho.com.br,3069,1.0,1.0,1.0,1.0,1,1,,SIM,28
2079224,3522902079224,35,352290,46189726000115.0,MUNICIPIO DE ITAPUI,HOSPITAL SAO JOSE,,,M,,,M ,MUNICIPAL,4,5,17230023,AVENIDA PAES DE BARROS,336,CENTRO,14 36648040,-22.23492314,-48.72181177,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,assesoriasaude@itapui.sp.gov.br,1244,1.0,0.0,0.0,1.0,1,1,,SIM,25
2079232,3545802079232,35,354580,,SANTA CASA DE MISERICORDIA DE SANTA BARBARA DOESTE,HOSPITAL SANTA BARBARA,,,M,,,M ,MUNICIPAL,4,5,13450033,RUA JOAO LINO,914,CENTRO,(19)34991855,-22.7541796,-47.4192112,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",56725385000109.0,hosbadm@dglnet.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,103
2079240,3550302079240,35,355030,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO,,,E,,,E ,ESTADUAL,4,5,8461110,AV MIGUEL ACHIOLE DA FONSECA,135,JARDIM SAO PAULO,(11) 2557-6972,-23.55665085,-46.40025368,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500010904.0,eulalaia.moriyama@oss.santamarcelina.org,1023,1.0,1.0,1.0,1.0,1,1,,SIM,148
2079275,3543402079275,35,354340,,HAPVIDA ASSISTENCIA MEDICA S A,HOSPITAL RIBEIRAO PRETO,,,M,,,M ,MUNICIPAL,3,5,14015130,BERNARDINO DE CAMPOS,912,CENTRO,85 40023633,-21.18495735,-47.80897672,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",63554067041030.0,FISCAL@HAPVIDA.COM.BR,2054,1.0,0.0,0.0,1.0,1,1,,NAO,161
2079283,3535402079283,35,353540,,SANTA CASA E MATERNIDADE DE PANORAMA,SANTA CASA DE PANORAMA,,,M,,,M ,MUNICIPAL,4,5,17980000,RUA MANOEL FERNANDES DA CUNHA,512,CENTRO,(18)38711583,-21.3621836,-51.8593993,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44880110000160.0,santacasaenfermagem@hotmail.com,3999,1.0,0.0,0.0,1.0,1,1,10.0,SIM,0
2079291,3535202079291,35,353520,,IRMANDADE DA SANTA CASA DE MIS DE PALMEIRA DOESTE,SANTA CASA DE PALMEIRA DOESTE,,,M,,,M ,MUNICIPAL,4,5,15720003,AV CARLOS GOMES,4929,CENTRO,(17)36511432/1122,-20.41796379,-50.76205552,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50570753000100.0,scpalmeiradoeste@hotmail.com,3999,1.0,1.0,1.0,1.0,1,1,,SIM,16
2079313,3508402079313,35,350840,,SANTA CASA DE MISERICORDIA DE CABREUVA,HOSPITAL SAO ROQUE CABREUVA,,,M,,,M ,MUNICIPAL,4,5,13315035,PRC COMENDADOR MARTINS,S/N,CENTRO,(11)4528-1792,-23.312674,-47.133658,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45721180000139.0,administracao@santacasacabreuva.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,8
2079348,3520102079348,35,352010,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE IGARAPAVA,SANTA CASA DE IGARAPAVA,,,M,,,M ,MUNICIPAL,4,5,14540000,CEL FRANCISCO MARTINS,769,CENTRO,16 31721090,-20.035966,-47.749532,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",49376858000144.0,faturamento@scig.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,39
2079356,3553402079356,35,355340,,SANTA CASA SAO VICENTE DE PAULO DE TANABI,SANTA CASA DE TANABI,,,E,,,E ,ESTADUAL,4,5,15170071,AVN DA SAUDADE,634,CENTRO,(17) 32729130,-20.627975,-49.652153,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",72079114000180.0,administracao@santacasadetanabi.org.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,49
2079364,3551502079364,35,355150,,SOCIEDADE BENEFICENTE HOSP STA CASA DE MISERICORDIA SERRANA,SANTA CASA DE MISERICORDIA DE SERRANA,,,M,,,M ,MUNICIPAL,3,5,14150000,RUA JOAO ANTONIO TERCARIOL,S/N,CENTRO,(16)39879700,-21.21229271,-47.59937979,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71305635000145.0,coordenacao.enfermagem@santacasaserrana.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,14
2079372,3556502079372,35,355650,,AMEC ASSISTENCIA MEDICO CIRURGICA SC LTDA,AMEC ASSISTENCIA MEDICO CIRURGICA,,,M,,,M ,MUNICIPAL,4,5,13224270,AVN EDUARDO DE CASTRO,65,VIL SAO JOSE,(11)46061328,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",49433808000151.0,hospitalamec@uol.com.br,2000,1.0,1.0,1.0,1.0,1,1,4.0,SIM,0
2079380,3545002079380,35,354500,,SANTA CASA DE MISERICORDIA FREDERICO OZANAN,SANTA CASA DE SALESOPOLIS,,,M,,,M ,MUNICIPAL,4,5,8970000,PRC PADRE JOAO MENENDES,31,CENTRO,(11)46961411,-23.53231,-45.84583,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",58484239000164.0,stacasa_sale@hotmail.com,3999,0.0,0.0,0.0,0.0,1,1,,SIM,9
2079399,3552702079399,35,355270,,SANTA CASA DE MISERICORDIA SAO MIGUEL,SANTA CASA DE MISERICORDIA SAO MIGUEL TABATINGA SP,,,M,,,M ,MUNICIPAL,4,5,14910614,RUA CATANDUVA,206,VILA ROSSINI,(16)33851911,-21.73820552,-48.68544453,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71991087000154.0,scasatabatinga@uol.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,23
2079402,3506702079402,35,350670,,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO,SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL,,,M,,,M ,MUNICIPAL,4,5,14930000,DUQUE DE CAXIAS,379,CENTRO,,-21.9876366,-48.38683605,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",43974666000153.0,fat.santacasabes@gmail.com,3999,1.0,1.0,0.0,1.0,1,1,,SIM,16
2079410,3518802079410,35,351880,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,COMPLEXO HOSPITALAR PADRE BENTO DE GUARULHOS,,,E,,,E ,ESTADUAL,3,5,7051000,AV EMILIO RIBAS,1819,GOPOUVA,(11) 2463-5650,-23.46565585,-46.55023336,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500012877.0,chpbg-diretoria@saude.sp.gov.br,1023,1.0,0.0,0.0,1.0,1,1,,SIM,150
2079429,3545302079429,35,354530,,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE SALTO DE PIRAPOR,SANTA CASA SALTO DE PIRAPORA,,,M,,,M ,MUNICIPAL,4,5,18160067,CARLOS CHAGAS,67,CENTRO,,-23.6443472,-47.5720968,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",50807833000137.0,,3999,1.0,0.0,0.0,1.0,1,1,,SIM,43
2079437,3528802079437,35,352880,,ASSOCIACAO HOSPITAL BENEFICENTE DE MARACAI,HOSPITAL BENEFICENTE DE MARACAI,,,M,,,M ,MUNICIPAL,4,5,19840037,AVN JOSE BONIFACIO,382,CENTRO,(18) 3371-2797,-22.612347,-50.66643476,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",48368989000117.0,provedoria@ahbm.com.br,3999,1.0,0.0,1.0,1.0,1,1,,SIM,17
2079445,3550302079445,35,355030,,HOSPITAL SANTA ISABEL,HOSPITAL SANTA ISABEL,,,M,,,M ,MUNICIPAL,4,5,1238010,R DONA VERIDIANA,311,VILA BUARQUE,(11)2176-1422,-23.54267468,-46.65078163,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",62779145003962.0,silvio.cardenuto@hsi.org.br,3999,1.0,0.0,0.0,1.0,0,1,,NAO,78
2079461,3508102079461,35,350810,,SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA,SANTA CASA DE MISERICORDIA SAO FRANCISCO BURITAMA,,,M,,,M ,MUNICIPAL,4,5,15290000,RUA GUILHERME GUERBAS,353,CENTRO,(18)3691-9535,-21.066,-50.147,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44435451000127.0,santacasa@santacasaburitama.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,22
2079496,3513102079496,35,351310,,SOCIEDADE BENEFICENTE DE CRAVINHOS SANTA CASA,SANTA CASA DE CRAVINHOS,,,M,,,M ,MUNICIPAL,4,5,14140000,AV DONA RITA CANDIDA NOGUEIRA,38,CENTRO,(16)39519020,-21.33661109,-47.73272038,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47404801000186.0,adm@santacasacravinhos.com.br,3999,1.0,1.0,1.0,1.0,1,1,,SIM,15
2079518,3513602079518,35,351360,,ASSOCIACAO BENEFICENTE NOSSA SENHORA DA CONCEICAO,SANTA CASA DE MIS E MATERNIDADE N SRA DA CONCEICAO CUNHA,,,M,,,M ,MUNICIPAL,4,5,12530000,AVENIDA PADRE RODOLFO,320,ALTO DO CRUZEIRO,(12)31111122,-23.06551806,-44.96686935,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",47531835000131.0,contato@santacasacunha.org.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,31
2079550,3545602079550,35,354560,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SANTA ADELIA,SANTA CASA DE SANTA ADELIA,,,M,,,M ,MUNICIPAL,4,5,15950025,AV DUQUE DE CAXIAS,168,CENTRO,(17)35712233,-21.24602234,-48.80805016,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",49021348000154.0,stacasastaadelia@uol.com.br,3999,1.0,0.0,0.0,1.0,1,1,,SIM,20
2079569,3509702079569,35,350970,,FUNDACAO SAO PAULO APOSTOLO,HOSPITAL SAO PAULO,,,M,,,M ,MUNICIPAL,4,5,12460000,RUA VER AGRIPINO LOPES DE MORAIS,1100,VILA MATILDE,(12)3668-9010,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46746319000161.0,hospsaopaulo@fhsp.com.br,3069,1.0,1.0,0.0,1.0,1,1,4.0,SIM,0
2079585,3509702079585,35,350970,,INSTITUTO DAS FILHAS DE NOSSA SENHORA DAS GRACAS,CASA DA CRIANCA HOSPITAL INFANTIL CAMPOS DO JORDAO,,,E,,,E ,ESTADUAL,4,5,12460000,RUA MONSENHOR JOSE VITA,321,ABERNESSIA,(12)36622233,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46750162000148.0,faturamento.hcc@terra.com.br,3000,0.0,0.0,0.0,0.0,1,1,4.0,NAO,0
2079593,3542602079593,35,354260,,ASSOC DE PROT E ASSIT A MATERNIDADE E A INFANCIA DE REGISTRO,HOSPITAL SAO JOAO REGISTRO,,,E,,,E ,ESTADUAL,4,5,11900000,RUA KIHEIJI NASUNO,165,CENTRO,(13)38216099,-24.48705057,-47.84652531,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",55856710000100.0,hsj@hospitalsaojoao.com.br,3999,1.0,1.0,0.0,1.0,1,1,,SIM,72
2079607,3547802079607,35,354780,,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA S A,HOSPITAL E MATERNIDADE DR CHRISTOVAO DA GAMA,,,M,,,M ,MUNICIPAL,4,5,9030010,AV DOUTOR ERASMO,18,VILA ASSUNCAO,(11)49933805,-23.6813488,-46.5531917,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",57482903000173.0,jose.lima@hmcg.com.br,2054,1.0,0.0,1.0,1.0,1,1,,NAO,98
2079615,3519702079615,35,351970,46634531000137.0,PREFEITURA MUNICIPAL DE IBIUNA,HOSPITAL MUNICIPAL DE IBIUNA IBIUNA SP,,,M,,,M ,MUNICIPAL,4,5,18150000,AV DR GABRIEL MONTEIRO DA SILVA,888,CENTRO,015 3248-9520,-23.650953,-47.2181791,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",,faturahm@gmail.com,1244,1.0,1.0,0.0,1.0,1,1,,SIM,45
2079666,3509502079666,35,350950,,FUNDACAO CENTRO MEDICO DE CAMPINAS,CENTRO MEDICO DE CAMPINAS,,,M,,,M ,MUNICIPAL,4,5,13083190,RUA DR EDILBERTO LUIZ PEREIRA DA SILVA,929,CIDADE UNIVERSITARIA,19 - 3789-5400,-22.80875,-47.06529,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",44595700000141.0,centro.medico@fcmc.com.br,3069,1.0,0.0,1.0,1.0,1,1,,NAO,200
2079674,3534702079674,35,353470,,UROCLINICA DE OURINHOS LTDA,CENTRO MEDICO MONTE SINAI OURINHOS,,,M,,,M ,MUNICIPAL,4,5,19900043,RUA EUCLIDES DA CUNHA,1111,CENTRO,14 33222922,-22.98672,-49.864935,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",54712872000101.0,,2062,1.0,0.0,0.0,1.0,1,1,,NAO,4
2079682,3532502079682,35,353250,,IRMANDADE DA SANTA CASA DE MISERICORDIA NEVES PAULISTA,SANTA CASA DE NEVES PAULISTA,,,M,,,M ,MUNICIPAL,4,5,15120019,RUA FLORIANO PEIXOTO,95,CENTRO,(17) 3271 1297,-20.84595833,-49.63181019,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",45145208000137.0,santacasaneves@hotmail.com,3999,0.0,0.0,0.0,0.0,1,1,,SIM,21
2079690,3550002079690,35,355000,,SANTA CASA DE MISERICORDIA DE SAO LUIZ DO PARAITINGA,SANTA CASA DE MISERICORDIA DE SAO LUIZ DO PARAITINGA,,,M,,,M ,MUNICIPAL,4,5,12140000,PRC CEL TEODORO COELHO,48,CENTRO,(12)3671129,-23.22535514,-45.30763865,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",60315462000120.0,faturamento@santacasamisericordiaslp.com.br,3999,0.0,1.0,0.0,1.0,1,1,,SIM,16
2079704,3552102079704,35,355210,,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SOCORRO,HOSPITAL DR RENATO SILVA DE SOCORRO,,,M,,,M ,MUNICIPAL,4,5,13960000,DR RENATO SILVA,129,CENTRO,,-22.59852,-46.5296166,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71408546000124.0,,3999,1.0,1.0,1.0,1.0,1,1,,SIM,50
2079720,3548502079720,35,354850,46374500000194.0,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,HOSPITAL GUILHERME ALVARO SANTOS,,,E,,,E ,ESTADUAL,5,5,11045904,RUA OSWALDO CRUZ,197,BOQUEIRAO,(13) 3202-1300,-23.96276185,-46.32053963,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",46374500001670.0,hga-dirtecnica@saude.sp.gov.br,1023,1.0,1.0,1.0,1.0,1,1,,SIM,190
2079739,3554102079739,35,355410,,IRMANDADE DE MISERICORDIA DE TAUBATE,HOSPITAL SANTA ISABEL DE CLINICAS DE TAUBATE,,,E,,,E ,ESTADUAL,4,5,12030180,AVM TIRADENTES,280,CENTRO,(12)2259200,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",72293392000135.0,,3000,1.0,1.0,0.0,1.0,1,1,4.0,NAO,0
2079755,3535902079755,35,353590,,HOSPITAL SANTO ANTONIO LTDA,HOSPITAL SANTO ANTONIO PARANAPUA,,,E,,,E ,ESTADUAL,4,5,15745000,AVN BARAO DE SERRA NEGRA,2333,CENTRO,(17)6481166,,,6,"ATENDIMENTO CONTINUO DE 24 HORAS/DIA (PLANTAO:INCLUI SABADOS, DOMINGOS E FERIADOS)",71748032000118.0,,2000,1.0,0.0,1.0,1.0,1,1,1.0,NAO,0
